2652,John,Doe,120 jefferson st.,8075
2653,Jack,McGinnis,220 hobo Av.,9119
2654,"John ""Da Man""",Repici,120 Jefferson St.,8075
2655,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2656,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2657,John,Doe,120 jefferson st.,8075
2658,Jack,McGinnis,220 hobo Av.,9119
2659,"John ""Da Man""",Repici,120 Jefferson St.,8075
2660,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2661,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2662,John,Doe,120 jefferson st.,8075
2663,Jack,McGinnis,220 hobo Av.,9119
2664,"John ""Da Man""",Repici,120 Jefferson St.,8075
2665,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2666,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2667,John,Doe,120 jefferson st.,8075
2668,Jack,McGinnis,220 hobo Av.,9119
2669,"John ""Da Man""",Repici,120 Jefferson St.,8075
2670,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2671,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2672,John,Doe,120 jefferson st.,8075
2673,Jack,McGinnis,220 hobo Av.,9119
2674,"John ""Da Man""",Repici,120 Jefferson St.,8075
2675,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2676,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2677,John,Doe,120 jefferson st.,8075
2678,Jack,McGinnis,220 hobo Av.,9119
2679,"John ""Da Man""",Repici,120 Jefferson St.,8075
2680,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2681,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2682,John,Doe,120 jefferson st.,8075
2683,Jack,McGinnis,220 hobo Av.,9119
2684,"John ""Da Man""",Repici,120 Jefferson St.,8075
2685,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
2686,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
2687,John,Doe,120 jefferson st.,8075
2688,Jack,McGinnis,220 hobo Av.,9119
2689,"John ""Da Man""",Repici,120 Jefferson St.,8075
2690,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
