3308,Jack,McGinnis,220 hobo Av.,9119
3309,"John ""Da Man""",Repici,120 Jefferson St.,8075
3310,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3311,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3312,John,Doe,120 jefferson st.,8075
3313,Jack,McGinnis,220 hobo Av.,9119
3314,"John ""Da Man""",Repici,120 Jefferson St.,8075
3315,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3316,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3317,John,Doe,120 jefferson st.,8075
3318,Jack,McGinnis,220 hobo Av.,9119
3319,"John ""Da Man""",Repici,120 Jefferson St.,8075
3320,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3321,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3322,John,Doe,120 jefferson st.,8075
3323,Jack,McGinnis,220 hobo Av.,9119
3324,"John ""Da Man""",Repici,120 Jefferson St.,8075
3325,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3326,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3327,John,Doe,120 jefferson st.,8075
3328,Jack,McGinnis,220 hobo Av.,9119
3329,"John ""Da Man""",Repici,120 Jefferson St.,8075
3330,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3331,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3332,John,Doe,120 jefferson st.,8075
3333,Jack,McGinnis,220 hobo Av.,9119
3334,"John ""Da Man""",Repici,120 Jefferson St.,8075
3335,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3336,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3337,John,Doe,120 jefferson st.,8075
3338,Jack,McGinnis,220 hobo Av.,9119
3339,"John ""Da Man""",Repici,120 Jefferson St.,8075
3340,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3341,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3342,John,Doe,120 jefferson st.,8075
3343,Jack,McGinnis,220 hobo Av.,9119
3344,"John ""Da Man""",Repici,120 Jefferson St.,8075
3345,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3346,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3347,John,Doe,120 jefferson st.,8075
3348,Jack,McGinnis,220 hobo Av.,9119
3349,"John ""Da Man""",Repici,120 Jefferson St.,8075
3350,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3351,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3352,John,Doe,120 jefferson st.,8075
3353,Jack,McGinnis,220 hobo Av.,9119
3354,"John ""Da Man""",Repici,120 Jefferson St.,8075
3355,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
3356,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
3357,John,Doe,120 jefferson st.,8075
3358,Jack,McGinnis,220 hobo Av.,9119
