308,John,Doe,120 jefferson st.,8075
309,Jack,McGinnis,220 hobo Av.,9119
310,"John ""Da Man""",Repici,120 Jefferson St.,8075
311,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
312,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
313,John,Doe,120 jefferson st.,8075
314,Jack,McGinnis,220 hobo Av.,9119
315,"John ""Da Man""",Repici,120 Jefferson St.,8075
316,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
317,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
318,John,Doe,120 jefferson st.,8075
319,Jack,McGinnis,220 hobo Av.,9119
320,"John ""Da Man""",Repici,120 Jefferson St.,8075
321,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
322,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
323,John,Doe,120 jefferson st.,8075
324,Jack,McGinnis,220 hobo Av.,9119
325,"John ""Da Man""",Repici,120 Jefferson St.,8075
326,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
327,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
328,John,Doe,120 jefferson st.,8075
329,Jack,McGinnis,220 hobo Av.,9119
330,"John ""Da Man""",Repici,120 Jefferson St.,8075
331,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
332,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
333,John,Doe,120 jefferson st.,8075
334,Jack,McGinnis,220 hobo Av.,9119
335,"John ""Da Man""",Repici,120 Jefferson St.,8075
336,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
337,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
338,John,Doe,120 jefferson st.,8075
339,Jack,McGinnis,220 hobo Av.,9119
340,"John ""Da Man""",Repici,120 Jefferson St.,8075
341,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
342,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
343,John,Doe,120 jefferson st.,8075
344,Jack,McGinnis,220 hobo Av.,9119
345,"John ""Da Man""",Repici,120 Jefferson St.,8075
346,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
347,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
348,John,Doe,120 jefferson st.,8075
349,Jack,McGinnis,220 hobo Av.,9119
350,"John ""Da Man""",Repici,120 Jefferson St.,8075
351,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
352,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
353,John,Doe,120 jefferson st.,8075
354,Jack,McGinnis,220 hobo Av.,9119
355,"John ""Da Man""",Repici,120 Jefferson St.,8075
356,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
357,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
358,John,Doe,120 jefferson st.,8075
359,Jack,McGinnis,220 hobo Av.,9119
360,"John ""Da Man""",Repici,120 Jefferson St.,8075
361,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
362,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
363,John,Doe,120 jefferson st.,8075
364,Jack,McGinnis,220 hobo Av.,9119
365,"John ""Da Man""",Repici,120 Jefferson St.,8075
366,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
367,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
368,John,Doe,120 jefferson st.,8075
369,Jack,McGinnis,220 hobo Av.,9119
370,"John ""Da Man""",Repici,120 Jefferson St.,8075
371,Stephen,Tyler,"7452 Terrace ""At the Plaza"" road",91234
372,"Joan ""the bone"", Anne",Blankman,"9th, at Terrace plc",298
373,John,Doe,120 jefferson st.,8075
